Target,ATC2 Class,Period,Model,Actual,Forecast,Error,MAE
Units Reimbursed,A04,2024Q2,Seasonal Naive,1474620.721,1523073.951,48453.22999999998,68413.65974999999
Units Reimbursed,A04,2024Q2,AutoARIMA,1474620.721,1528335.829,53715.10800000001,110126.03399999999
Units Reimbursed,A04,2024Q2,SARIMA,1474620.721,1573225.7537446246,98605.03274462465,137376.4713327501
Units Reimbursed,A04,2024Q3,Historical Mean,1481750.806,1025505.589392857,456245.21660714305,482291.77410714293
Units Reimbursed,A04,2024Q3,Naive,1481750.806,1528335.829,46585.02299999981,110126.03399999999
Units Reimbursed,A04,2024Q3,Seasonal Naive,1481750.806,1476383.658,5367.148000000045,68413.65974999999
Units Reimbursed,A04,2024Q3,AutoARIMA,1481750.806,1528335.829,46585.02299999981,110126.03399999999
Units Reimbursed,A04,2024Q3,SARIMA,1481750.806,1586044.0653036532,104293.25930365315,137376.4713327501
Units Reimbursed,A04,2024Q4,Historical Mean,1367306.961,1025505.589392857,341801.37160714285,482291.77410714293
Units Reimbursed,A04,2024Q4,Naive,1367306.961,1528335.829,161028.86800000002,110126.03399999999
Units Reimbursed,A04,2024Q4,Seasonal Naive,1367306.961,1528335.829,161028.86800000002,68413.65974999999
Units Reimbursed,A04,2024Q4,AutoARIMA,1367306.961,1528335.829,161028.86800000002,110126.03399999999
Units Reimbursed,A04,2024Q4,SARIMA,1367306.961,1657371.4625979126,290064.50159791275,137376.4713327501
Units Reimbursed,A05,2024Q1,Historical Mean,66053.0,48521.68878571429,17531.311214285714,12520.436214285714
Units Reimbursed,A05,2024Q1,Naive,66053.0,62116.167,3936.8329999999987,3772.375
Units Reimbursed,A05,2024Q1,Seasonal Naive,66053.0,72111.235,6058.235000000001,7048.095750000004
Units Reimbursed,A05,2024Q1,AutoARIMA,66053.0,63202.97318518518,2850.026814814817,5216.070870370371
Units Reimbursed,A05,2024Q1,SARIMA,66053.0,63202.97318518518,2850.026814814817,5216.070870370371
Units Reimbursed,A05,2024Q2,Historical Mean,63576.0,48521.68878571429,15054.311214285714,12520.436214285714
Units Reimbursed,A05,2024Q2,Naive,63576.0,62116.167,1459.8329999999987,3772.375
Units Reimbursed,A05,2024Q2,Seasonal Naive,63576.0,69546.84700000001,5970.847000000009,7048.095750000004
Units Reimbursed,A05,2024Q2,AutoARIMA,63576.0,64289.77937037037,713.7793703703719,5216.070870370371
Units Reimbursed,A05,2024Q2,SARIMA,63576.0,64289.77937037037,713.7793703703719,5216.070870370371
Units Reimbursed,A05,2024Q3,Historical Mean,60989.0,48521.68878571429,12467.311214285714,12520.436214285714
Units Reimbursed,A05,2024Q3,Naive,60989.0,62116.167,1127.1670000000013,3772.375
Units Reimbursed,A05,2024Q3,Seasonal Naive,60989.0,68586.634,7597.6340000000055,7048.095750000004
Units Reimbursed,A05,2024Q3,AutoARIMA,60989.0,65376.58555555555,4387.585555555554,5216.070870370371
Units Reimbursed,A05,2024Q3,SARIMA,60989.0,65376.58555555555,4387.585555555554,5216.070870370371
Units Reimbursed,A05,2024Q4,Historical Mean,53550.5,48521.68878571429,5028.8112142857135,12520.436214285714
Units Reimbursed,A05,2024Q4,Naive,53550.5,62116.167,8565.667000000001,3772.375
Units Reimbursed,A05,2024Q4,Seasonal Naive,53550.5,62116.167,8565.667000000001,7048.095750000004
Units Reimbursed,A05,2024Q4,AutoARIMA,53550.5,66463.39174074074,12912.891740740743,5216.070870370371
Units Reimbursed,A05,2024Q4,SARIMA,53550.5,66463.39174074074,12912.891740740743,5216.070870370371
Units Reimbursed,A06,2024Q1,Historical Mean,23002720.64,17992993.933785714,5009726.706214286,3931208.0437142868
Units Reimbursed,A06,2024Q1,Naive,23002720.64,20236289.58,2766431.0600000024,2289410.7875000015
Units Reimbursed,A06,2024Q1,Seasonal Naive,23002720.64,20434831.05,2567889.59,2110994.8950000005
Units Reimbursed,A06,2024Q1,AutoARIMA,23002720.64,20099420.768470652,2903299.871529348,2345980.8188188784
Units Reimbursed,A06,2024Q1,SARIMA,23002720.64,20099420.768470652,2903299.871529348,2345980.8188188784
Units Reimbursed,A06,2024Q2,Historical Mean,22869899.28,17992993.933785714,4876905.346214287,3931208.0437142868
Units Reimbursed,A06,2024Q2,Naive,22869899.28,20236289.58,2633609.700000003,2289410.7875000015
Units Reimbursed,A06,2024Q2,Seasonal Naive,22869899.28,21075929.22,1793970.0600000024,2110994.8950000005
Units Reimbursed,A06,2024Q2,AutoARIMA,22869899.28,20157146.682359483,2712752.597640518,2345980.8188188784
Units Reimbursed,A06,2024Q2,SARIMA,22869899.28,20157146.682359483,2712752.597640518,2345980.8188188784
Units Reimbursed,A06,2024Q3,Historical Mean,22790895.19,17992993.933785714,4797901.256214287,3931208.0437142868
Units Reimbursed,A06,2024Q3,Naive,22790895.19,20236289.58,2554605.610000003,2289410.7875000015
Units Reimbursed,A06,2024Q3,Seasonal Naive,22790895.19,19911772.04,2879123.1500000022,2110994.8950000005
Units Reimbursed,A06,2024Q3,AutoARIMA,22790895.19,20132800.148645435,2658095.041354567,2345980.8188188784
Units Reimbursed,A06,2024Q3,SARIMA,22790895.19,20132800.148645435,2658095.041354567,2345980.8188188784
Units Reimbursed,A06,2024Q4,Historical Mean,19033292.8,17992993.933785714,1040298.8662142865,3931208.0437142868
Units Reimbursed,A06,2024Q4,Naive,19033292.8,20236289.58,1202996.7799999975,2289410.7875000015
Units Reimbursed,A06,2024Q4,Seasonal Naive,19033292.8,20236289.58,1202996.7799999975,2110994.8950000005
Units Reimbursed,A06,2024Q4,AutoARIMA,19033292.8,20143068.56475108,1109775.7647510804,2345980.8188188784
Units Reimbursed,A06,2024Q4,SARIMA,19033292.8,20143068.56475108,1109775.7647510804,2345980.8188188784
Units Reimbursed,A07,2024Q1,Historical Mean,1638137.816,1628723.4168214288,9414.3991785713,173228.5479107144
Units Reimbursed,A07,2024Q1,Naive,1638137.816,2053552.554,415414.7379999999,593350.4855
Units Reimbursed,A07,2024Q1,Seasonal Naive,1638137.816,2355513.703,717375.8870000001,661790.1047499999
Units Reimbursed,A07,2024Q1,AutoARIMA,1638137.816,2062485.9190257692,424348.1030257691,599738.718011797
Units Reimbursed,A07,2024Q1,SARIMA,1638137.816,1654780.5930778354,16642.777077835286,349153.1364648936
Units Reimbursed,A07,2024Q2,Historical Mean,1604788.249,1628723.4168214288,23935.16782142874,173228.5479107144
Units Reimbursed,A07,2024Q2,Naive,1604788.249,2053552.554,448764.30499999993,593350.4855
Units Reimbursed,A07,2024Q2,Seasonal Naive,1604788.249,2007777.207,402988.95799999987,661790.1047499999
Units Reimbursed,A07,2024Q2,AutoARIMA,1604788.249,2057944.492596177,453156.24359617685,599738.718011797
Units Reimbursed,A07,2024Q2,SARIMA,1604788.249,1873336.0593581747,268547.8103581746,349153.1364648936
Units Reimbursed,A07,2024Q3,Historical Mean,1440984.872,1628723.4168214288,187738.54482142883,173228.5479107144
Units Reimbursed,A07,2024Q3,Naive,1440984.872,2053552.554,612567.682,593350.4855
Units Reimbursed,A07,2024Q3,Seasonal Naive,1440984.872,2071125.229,630140.3570000001,661790.1047499999
Units Reimbursed,A07,2024Q3,AutoARIMA,1440984.872,2060253.2031387223,619268.3311387224,599738.718011797
Units Reimbursed,A07,2024Q3,SARIMA,1440984.872,1958320.4716099445,517335.5996099445,349153.1364648936
Units Reimbursed,A07,2024Q4,Historical Mean,1156897.337,1628723.4168214288,471826.07982142875,173228.5479107144
Units Reimbursed,A07,2024Q4,Naive,1156897.337,2053552.554,896655.217,593350.4855
Units Reimbursed,A07,2024Q4,Seasonal Naive,1156897.337,2053552.554,896655.217,661790.1047499999
Units Reimbursed,A07,2024Q4,AutoARIMA,1156897.337,2059079.53128652,902182.1942865199,599738.718011797
Units Reimbursed,A07,2024Q4,SARIMA,1156897.337,1750983.69581362,594086.3588136199,349153.1364648936
Units Reimbursed,A09,2024Q1,Historical Mean,631870.0,603958.1785714285,27911.82142857148,35141.41071428574
Units Reimbursed,A09,2024Q1,Naive,631870.0,653876.0,22006.0,40866.0
Units Reimbursed,A09,2024Q1,Seasonal Naive,631870.0,697562.0,65692.0,59961.75
Units Reimbursed,A09,2024Q1,AutoARIMA,631870.0,670385.107274902,38515.10727490205,48967.03029154526
Units Reimbursed,A09,2024Q1,SARIMA,631870.0,670385.107274902,38515.10727490205,48967.03029154526
Units Reimbursed,A09,2024Q2,Historical Mean,642764.0,603958.1785714285,38805.82142857148,35141.41071428574
Units Reimbursed,A09,2024Q2,Naive,642764.0,653876.0,11112.0,40866.0
Units Reimbursed,A09,2024Q2,Seasonal Naive,642764.0,656765.0,14001.0,59961.75
Units Reimbursed,A09,2024Q2,AutoARIMA,642764.0,655450.5567478266,12686.556747826631,48967.03029154526
Units Reimbursed,A09,2024Q2,SARIMA,642764.0,655450.5567478266,12686.556747826631,48967.03029154526
Units Reimbursed,A09,2024Q3,Historical Mean,625627.0,603958.1785714285,21668.82142857148,35141.41071428574
Units Reimbursed,A09,2024Q3,Naive,625627.0,653876.0,28249.0,40866.0
Units Reimbursed,A09,2024Q3,Seasonal Naive,625627.0,683684.0,58057.0,59961.75
Units Reimbursed,A09,2024Q3,AutoARIMA,625627.0,664896.6454732023,39269.64547320234,48967.03029154526
Units Reimbursed,A09,2024Q3,SARIMA,625627.0,664896.6454732023,39269.64547320234,48967.03029154526
Units Reimbursed,A09,2024Q4,Historical Mean,551779.0,603958.1785714285,52179.17857142852,35141.41071428574
Units Reimbursed,A09,2024Q4,Naive,551779.0,653876.0,102097.0,40866.0
Units Reimbursed,A09,2024Q4,Seasonal Naive,551779.0,653876.0,102097.0,59961.75
Units Reimbursed,A09,2024Q4,AutoARIMA,551779.0,657175.81167025,105396.81167025003,48967.03029154526
Units Reimbursed,A09,2024Q4,SARIMA,551779.0,657175.81167025,105396.81167025003,48967.03029154526
Units Reimbursed,A10,2024Q1,Historical Mean,9897450.94,8392241.52707143,1505209.41292857,1059877.646464285
Units Reimbursed,A10,2024Q1,Naive,9897450.94,9960645.08,63194.140000000596,534061.3700000006
Units Reimbursed,A10,2024Q1,Seasonal Naive,9897450.94,11027422.15,1129971.210000001,1287854.5925000007
Units Reimbursed,A10,2024Q1,AutoARIMA,9897450.94,9762630.326735865,134820.61326413415,643242.709756556
Units Reimbursed,A10,2024Q1,SARIMA,9897450.94,9762630.326735865,134820.61326413415,643242.709756556
Units Reimbursed,A10,2024Q2,Historical Mean,9886515.6,8392241.52707143,1494274.0729285702,1059877.646464285
Units Reimbursed,A10,2024Q2,Naive,9886515.6,9960645.08,74129.48000000045,534061.3700000006
Units Reimbursed,A10,2024Q2,Seasonal Naive,9886515.6,11189774.33,1303258.7300000004,1287854.5925000007
Units Reimbursed,A10,2024Q2,AutoARIMA,9886515.6,9922487.517661614,35971.917661614716,643242.709756556
Units Reimbursed,A10,2024Q2,SARIMA,9886515.6,9922487.517661614,35971.917661614716,643242.709756556
Units Reimbursed,A10,2024Q3,Historical Mean,9581197.7,8392241.52707143,1188956.1729285698,1059877.646464285
Units Reimbursed,A10,2024Q3,Naive,9581197.7,9960645.08,379447.3800000008,534061.3700000006
Units Reimbursed,A10,2024Q3,Seasonal Naive,9581197.7,10679911.65,1098713.9500000011,1287854.5925000007
Units Reimbursed,A10,2024Q3,AutoARIMA,9581197.7,10082344.708587363,501147.0085873641,643242.709756556
Units Reimbursed,A10,2024Q3,SARIMA,9581197.7,10082344.708587363,501147.0085873641,643242.709756556
Units Reimbursed,A10,2024Q4,Historical Mean,8341170.6,8392241.52707143,51070.92707142979,1059877.646464285
Units Reimbursed,A10,2024Q4,Naive,8341170.6,9960645.08,1619474.4800000004,534061.3700000006
Units Reimbursed,A10,2024Q4,Seasonal Naive,8341170.6,9960645.08,1619474.4800000004,1287854.5925000007
Units Reimbursed,A10,2024Q4,AutoARIMA,8341170.6,10242201.89951311,1901031.299513111,643242.709756556
Units Reimbursed,A10,2024Q4,SARIMA,8341170.6,10242201.89951311,1901031.299513111,643242.709756556
Units Reimbursed,A11,2024Q1,Historical Mean,646351.1240000001,255120.5735,391230.55050000007,381590.72725000005
Units Reimbursed,A11,2024Q1,Naive,646351.1240000001,580671.04,65680.08400000003,56040.26074999999
Units Reimbursed,A11,2024Q1,Seasonal Naive,646351.1240000001,282025.203,364325.9210000001,148969.86375000002
Units Reimbursed,A11,2024Q1,AutoARIMA,646351.1240000001,580671.04,65680.08400000003,56040.26074999999
Units Reimbursed,A11,2024Q1,SARIMA,646351.1240000001,580671.04,65680.08400000003,56040.26074999999
Units Reimbursed,A11,2024Q2,Historical Mean,662095.65,255120.5735,406975.0765,381590.72725000005
Units Reimbursed,A11,2024Q2,Naive,662095.65,580671.04,81424.60999999999,56040.26074999999
Units Reimbursed,A11,2024Q2,Seasonal Naive,662095.65,533621.231,128474.419,148969.86375000002
Units Reimbursed,A11,2024Q2,AutoARIMA,662095.65,580671.04,81424.60999999999,56040.26074999999
Units Reimbursed,A11,2024Q2,SARIMA,662095.65,580671.04,81424.60999999999,56040.26074999999
Units Reimbursed,A11,2024Q3,Historical Mean,640121.23,255120.5735,385000.6565,381590.72725000005
Units Reimbursed,A11,2024Q3,Naive,640121.23,580671.04,59450.189999999944,56040.26074999999
Units Reimbursed,A11,2024Q3,Seasonal Naive,640121.23,554648.274,85472.956,148969.86375000002
Units Reimbursed,A11,2024Q3,AutoARIMA,640121.23,580671.04,59450.189999999944,56040.26074999999
Units Reimbursed,A11,2024Q3,SARIMA,640121.23,580671.04,59450.189999999944,56040.26074999999
Units Reimbursed,A11,2024Q4,Historical Mean,598277.199,255120.5735,343156.6255,381590.72725000005
Units Reimbursed,A11,2024Q4,Naive,598277.199,580671.04,17606.158999999985,56040.26074999999
Units Reimbursed,A11,2024Q4,Seasonal Naive,598277.199,580671.04,17606.158999999985,148969.86375000002
Units Reimbursed,A11,2024Q4,AutoARIMA,598277.199,580671.04,17606.158999999985,56040.26074999999
Units Reimbursed,A11,2024Q4,SARIMA,598277.199,580671.04,17606.158999999985,56040.26074999999
Units Reimbursed,A12,2024Q1,Historical Mean,9714172.8,8741126.618607143,973046.1813928578,4113741.2349999994
Units Reimbursed,A12,2024Q1,Naive,9714172.8,24242330.7,14528157.899999999,14026608.995
Units Reimbursed,A12,2024Q1,Seasonal Naive,9714172.8,23182426.5,13468253.7,14280016.069999998
Units Reimbursed,A12,2024Q1,AutoARIMA,9714172.8,19616289.850738004,9902117.050738003,7854071.838645192
Units Reimbursed,A12,2024Q1,SARIMA,9714172.8,8721980.311011398,992192.4889886025,4733268.526662912
Units Reimbursed,A12,2024Q2,Historical Mean,6606262.54,8741126.618607143,2134864.078607143,4113741.2349999994
Units Reimbursed,A12,2024Q2,Naive,6606262.54,24242330.7,17636068.16,14026608.995
Units Reimbursed,A12,2024Q2,Seasonal Naive,6606262.54,27927543.5,21321280.96,14280016.069999998
Units Reimbursed,A12,2024Q2,AutoARIMA,6606262.54,16370803.300785493,9764540.760785494,7854071.838645192
Units Reimbursed,A12,2024Q2,SARIMA,6606262.54,2406189.5313484957,4200073.008651504,4733268.526662912
Units Reimbursed,A12,2024Q3,Historical Mean,18944753.08,8741126.618607143,10203626.461392855,4113741.2349999994
Units Reimbursed,A12,2024Q3,Naive,18944753.08,24242330.7,5297577.620000001,14026608.995
Units Reimbursed,A12,2024Q3,Seasonal Naive,18944753.08,22630650.4,3685897.3200000003,14280016.069999998
Units Reimbursed,A12,2024Q3,AutoARIMA,18944753.08,14093870.759733021,4850882.320266977,7854071.838645192
Units Reimbursed,A12,2024Q3,SARIMA,18944753.08,5293576.696903863,13651176.383096136,4733268.526662912
Units Reimbursed,A12,2024Q4,Historical Mean,5597698.4,8741126.618607143,3143428.2186071426,4113741.2349999994
Units Reimbursed,A12,2024Q4,Naive,5597698.4,24242330.7,18644632.299999997,14026608.995
Units Reimbursed,A12,2024Q4,Seasonal Naive,5597698.4,24242330.7,18644632.299999997,14280016.069999998
Units Reimbursed,A12,2024Q4,AutoARIMA,5597698.4,12496445.622790296,6898747.222790295,7854071.838645192
Units Reimbursed,A12,2024Q4,SARIMA,5597698.4,5508066.174084593,89632.22591540776,4733268.526662912
Units Reimbursed,A16,2024Q1,Historical Mean,326011.306,336876.1383214286,10864.832321428636,43112.01557142862
Units Reimbursed,A16,2024Q1,Naive,326011.306,289366.118,36645.187999999966,13924.589250000005
Units Reimbursed,A16,2024Q1,Seasonal Naive,326011.306,338046.878,12035.572000000044,20934.241000000024
Units Reimbursed,A16,2024Q1,AutoARIMA,326011.306,310919.88949280954,15091.416507190443,24701.474996404766
Units Reimbursed,A16,2024Q1,SARIMA,326011.306,327118.56952432555,1107.2635243255645,17730.60086247031
Units Reimbursed,A16,2024Q2,Historical Mean,282455.928,336876.1383214286,54420.2103214286,43112.01557142862
Units Reimbursed,A16,2024Q2,Naive,282455.928,289366.118,6910.190000000002,13924.589250000005
Units Reimbursed,A16,2024Q2,Seasonal Naive,282455.928,335282.058,52826.130000000005,20934.241000000024
Units Reimbursed,A16,2024Q2,AutoARIMA,282455.928,310919.88949280954,28463.961492809525,24701.474996404766
Units Reimbursed,A16,2024Q2,SARIMA,282455.928,321533.8892569051,39077.96125690511,17730.60086247031
Units Reimbursed,A16,2024Q3,Historical Mean,281633.815,336876.1383214286,55242.323321428616,43112.01557142862
Units Reimbursed,A16,2024Q3,Naive,281633.815,289366.118,7732.303000000014,13924.589250000005
Units Reimbursed,A16,2024Q3,Seasonal Naive,281633.815,296098.401,14464.58600000001,20934.241000000024
Units Reimbursed,A16,2024Q3,AutoARIMA,281633.815,310919.88949280954,29286.074492809537,24701.474996404766
Units Reimbursed,A16,2024Q3,SARIMA,281633.815,303389.9991538647,21756.184153864684,17730.60086247031
Units Reimbursed,A16,2024Q4,Historical Mean,284955.442,336876.1383214286,51920.69632142864,43112.01557142862
Units Reimbursed,A16,2024Q4,Naive,284955.442,289366.118,4410.676000000036,13924.589250000005
Units Reimbursed,A16,2024Q4,Seasonal Naive,284955.442,289366.118,4410.676000000036,20934.241000000024
Units Reimbursed,A16,2024Q4,AutoARIMA,284955.442,310919.88949280954,25964.44749280956,24701.474996404766
Units Reimbursed,A16,2024Q4,SARIMA,284955.442,293936.43651478586,8980.994514785882,17730.60086247031
Units Reimbursed,B01,2024Q1,Historical Mean,3069970.32,2450659.1205000007,619311.1994999992,515903.71749999933
Units Reimbursed,B01,2024Q1,Naive,3069970.32,2667333.143,402637.1769999997,299229.69499999983
Units Reimbursed,B01,2024Q1,Seasonal Naive,3069970.32,3053658.759,16311.560999999754,186748.6372499999
Units Reimbursed,B01,2024Q1,AutoARIMA,3069970.32,2667333.143,402637.1769999997,299229.69499999983
Units Reimbursed,B01,2024Q1,SARIMA,3069970.32,2667333.143,402637.1769999997,299229.69499999983
Units Reimbursed,B01,2024Q2,Historical Mean,3023366.898,2450659.1205000007,572707.7774999994,515903.71749999933
Units Reimbursed,B01,2024Q2,Naive,3023366.898,2667333.143,356033.7549999999,299229.69499999983
Units Reimbursed,B01,2024Q2,Seasonal Naive,3023366.898,2917258.169,106108.72899999982,186748.6372499999
Units Reimbursed,B01,2024Q2,AutoARIMA,3023366.898,2667333.143,356033.7549999999,299229.69499999983
Units Reimbursed,B01,2024Q2,SARIMA,3023366.898,2667333.143,356033.7549999999,299229.69499999983
Units Reimbursed,B01,2024Q3,Historical Mean,2712905.434,2450659.1205000007,262246.31349999923,515903.71749999933
Units Reimbursed,B01,2024Q3,Naive,2712905.434,2667333.143,45572.290999999736,299229.69499999983
Units Reimbursed,B01,2024Q3,Seasonal Naive,2712905.434,2944804.136,231898.70200000005,186748.6372499999
Units Reimbursed,B01,2024Q3,AutoARIMA,2712905.434,2667333.143,45572.290999999736,299229.69499999983
Units Reimbursed,B01,2024Q3,SARIMA,2712905.434,2667333.143,45572.290999999736,299229.69499999983
Units Reimbursed,B01,2024Q4,Historical Mean,3060008.7,2450659.1205000007,609349.5794999995,515903.71749999933
Units Reimbursed,B01,2024Q4,Naive,3060008.7,2667333.143,392675.55700000003,299229.69499999983
Units Reimbursed,B01,2024Q4,Seasonal Naive,3060008.7,2667333.143,392675.55700000003,186748.6372499999
Units Reimbursed,B01,2024Q4,AutoARIMA,3060008.7,2667333.143,392675.55700000003,299229.69499999983
Units Reimbursed,B01,2024Q4,SARIMA,3060008.7,2667333.143,392675.55700000003,299229.69499999983
Units Reimbursed,B02,2024Q1,Historical Mean,1685412.05,3004381.5942857144,1318969.5442857144,1082575.8392857146
Units Reimbursed,B02,2024Q1,Naive,1685412.05,2055001.38,369589.32999999984,140690.2699999999
Units Reimbursed,B02,2024Q1,Seasonal Naive,1685412.05,3022571.28,1337159.2299999997,807353.2287499999
Units Reimbursed,B02,2024Q1,AutoARIMA,1685412.05,2421492.5366489706,736080.4866489705,758727.9233218604
Units Reimbursed,B02,2024Q1,SARIMA,1685412.05,2344722.2015889473,659310.1515889473,803342.7983075063
Units Reimbursed,B02,2024Q2,Historical Mean,1985134.82,3004381.5942857144,1019246.7742857144,1082575.8392857146
Units Reimbursed,B02,2024Q2,Naive,1985134.82,2055001.38,69866.55999999982,140690.2699999999
Units Reimbursed,B02,2024Q2,Seasonal Naive,1985134.82,2905298.801,920163.9809999999,807353.2287499999
Units Reimbursed,B02,2024Q2,AutoARIMA,1985134.82,2646506.3737996533,661371.5537996532,758727.9233218604
Units Reimbursed,B02,2024Q2,SARIMA,1985134.82,2615405.3249010756,630270.5049010755,803342.7983075063
Units Reimbursed,B02,2024Q3,Historical Mean,2069990.67,3004381.5942857144,934390.9242857145,1082575.8392857146
Units Reimbursed,B02,2024Q3,Naive,2069990.67,2055001.38,14989.290000000037,140690.2699999999
Units Reimbursed,B02,2024Q3,Seasonal Naive,2069990.67,2933764.474,863773.804,807353.2287499999
Units Reimbursed,B02,2024Q3,AutoARIMA,2069990.67,2784657.6661042836,714666.9961042837,758727.9233218604
Units Reimbursed,B02,2024Q3,SARIMA,2069990.67,2764380.073996558,694389.4039965579,803342.7983075063
Units Reimbursed,B02,2024Q4,Historical Mean,1946685.48,3004381.5942857144,1057696.1142857145,1082575.8392857146
Units Reimbursed,B02,2024Q4,Naive,1946685.48,2055001.38,108315.8999999999,140690.2699999999
Units Reimbursed,B02,2024Q4,Seasonal Naive,1946685.48,2055001.38,108315.8999999999,807353.2287499999
Units Reimbursed,B02,2024Q4,AutoARIMA,1946685.48,2869478.136734534,922792.6567345341,758727.9233218604
Units Reimbursed,B02,2024Q4,SARIMA,1946685.48,3176086.6127434443,1229401.1327434443,803342.7983075063
Units Reimbursed,B03,2024Q1,Historical Mean,1023819.214,660842.9916428572,362976.22235714283,207459.06760714282
Units Reimbursed,B03,2024Q1,Naive,1023819.214,1287260.657,263441.44299999985,418958.5977499999
Units Reimbursed,B03,2024Q1,Seasonal Naive,1023819.214,1277097.256,253278.04200000002,422015.5805
Units Reimbursed,B03,2024Q1,AutoARIMA,1023819.214,1241524.6522387716,217705.43823877152,373222.5929887715
Units Reimbursed,B03,2024Q1,SARIMA,1023819.214,1241524.6522387716,217705.43823877152,373222.5929887715
Units Reimbursed,B03,2024Q2,Historical Mean,782940.501,660842.9916428572,122097.50935714284,207459.06760714282
Units Reimbursed,B03,2024Q2,Naive,782940.501,1287260.657,504320.15599999984,418958.5977499999
Units Reimbursed,B03,2024Q2,Seasonal Naive,782940.501,1320020.887,537080.386,422015.5805
Units Reimbursed,B03,2024Q2,AutoARIMA,782940.501,1241524.6522387716,458584.1512387715,373222.5929887715
Units Reimbursed,B03,2024Q2,SARIMA,782940.501,1241524.6522387716,458584.1512387715,373222.5929887715
Units Reimbursed,B03,2024Q3,Historical Mean,968380.164,660842.9916428572,307537.1723571428,207459.06760714282
Units Reimbursed,B03,2024Q3,Naive,968380.164,1287260.657,318880.4929999999,418958.5977499999
Units Reimbursed,B03,2024Q3,Seasonal Naive,968380.164,1276891.759,308511.5950000001,422015.5805
Units Reimbursed,B03,2024Q3,AutoARIMA,968380.164,1241524.6522387716,273144.48823877156,373222.5929887715
Units Reimbursed,B03,2024Q3,SARIMA,968380.164,1241524.6522387716,273144.48823877156,373222.5929887715
Units Reimbursed,B03,2024Q4,Historical Mean,698068.358,660842.9916428572,37225.366357142804,207459.06760714282
Units Reimbursed,B03,2024Q4,Naive,698068.358,1287260.657,589192.2989999999,418958.5977499999
Units Reimbursed,B03,2024Q4,Seasonal Naive,698068.358,1287260.657,589192.2989999999,422015.5805
Units Reimbursed,B03,2024Q4,AutoARIMA,698068.358,1241524.6522387716,543456.2942387715,373222.5929887715
Units Reimbursed,B03,2024Q4,SARIMA,698068.358,1241524.6522387716,543456.2942387715,373222.5929887715
Units Reimbursed,B05,2024Q1,Historical Mean,20654483.79,13415632.19867857,7238851.591321429,4903504.8806607155
Units Reimbursed,B05,2024Q1,Naive,20654483.79,4920868.402,15733615.388,11937300.963
Units Reimbursed,B05,2024Q1,Seasonal Naive,20654483.79,11461279.57,9193204.219999999,9315666.04425
Units Reimbursed,B05,2024Q1,AutoARIMA,20654483.79,8052552.49515807,12601931.29484193,6893737.386341318
Units Reimbursed,B05,2024Q1,SARIMA,20654483.79,9782934.607733972,10871549.182266027,5274421.64930329
Units Reimbursed,B05,2024Q2,Historical Mean,20044386.52,13415632.19867857,6628754.32132143,4903504.8806607155
Units Reimbursed,B05,2024Q2,Naive,20044386.52,4920868.402,15123518.118,11937300.963
Units Reimbursed,B05,2024Q2,Seasonal Naive,20044386.52,4742861.161,15301525.359,9315666.04425
Units Reimbursed,B05,2024Q2,AutoARIMA,20044386.52,10029708.28192886,10014678.23807114,6893737.386341318
Units Reimbursed,B05,2024Q2,SARIMA,20044386.52,14184124.16411294,5860262.355887059,5274421.64930329
Units Reimbursed,B05,2024Q3,Historical Mean,10493696.77,13415632.19867857,2921935.4286785703,4903504.8806607155
Units Reimbursed,B05,2024Q3,Naive,10493696.77,4920868.402,5572828.368,11937300.963
Units Reimbursed,B05,2024Q3,Seasonal Naive,10493696.77,11942389.39,1448692.620000001,9315666.04425
Units Reimbursed,B05,2024Q3,AutoARIMA,10493696.77,11277964.775520187,784268.0055201873,6893737.386341318
Units Reimbursed,B05,2024Q3,SARIMA,10493696.77,8458421.00453744,2035275.7654625587,5274421.64930329
Units Reimbursed,B05,2024Q4,Historical Mean,16240110.38,13415632.19867857,2824478.181321431,4903504.8806607155
Units Reimbursed,B05,2024Q4,Naive,16240110.38,4920868.402,11319241.978,11937300.963
Units Reimbursed,B05,2024Q4,Seasonal Naive,16240110.38,4920868.402,11319241.978,9315666.04425
Units Reimbursed,B05,2024Q4,AutoARIMA,16240110.38,12066038.373067988,4174072.0069320127,6893737.386341318
Units Reimbursed,B05,2024Q4,SARIMA,16240110.38,13909511.086402485,2330599.2935975157,5274421.64930329
Units Reimbursed,B06,2024Q1,Historical Mean,45399.6,52102.57517857143,6702.9751785714325,11726.202250000002
Units Reimbursed,B06,2024Q1,Naive,45399.6,5508.386,39891.214,45092.49175
Units Reimbursed,B06,2024Q1,Seasonal Naive,45399.6,34496.211,10903.388999999996,17195.14275
Units Reimbursed,B06,2024Q1,AutoARIMA,45399.6,25642.207015249547,19757.39298475045,31033.224092389948
Units Reimbursed,B06,2024Q1,SARIMA,45399.6,25642.207015249547,19757.39298475045,31033.224092389948
Units Reimbursed,B06,2024Q2,Historical Mean,60903.91,52102.57517857143,8801.334821428572,11726.202250000002
Units Reimbursed,B06,2024Q2,Naive,60903.91,5508.386,55395.524000000005,45092.49175
Units Reimbursed,B06,2024Q2,Seasonal Naive,60903.91,51325.306,9578.604000000007,17195.14275
Units Reimbursed,B06,2024Q2,AutoARIMA,60903.91,14622.101138097025,46281.80886190298,31033.224092389948
Units Reimbursed,B06,2024Q2,SARIMA,60903.91,14622.101138097025,46281.80886190298,31033.224092389948
